pub_date,document_type,news_desk,section_name,subsection_name,abstract,headline,writer,key_subject,key_glocations,key_persons,key_organizations,word_count,web_url
2020-04-06,article,Washington,Business Day,Economy,"As the United States races to secure supplies to fight the coronavirus, the president’s trade adviser has been handed expansive authority over the firms’ global supply chains.",Peter Navarro Has Antagonized Multinational Companies. Now He’s in Charge.,Ana Swanson,"['International Trade and World Market', 'United States Economy', 'United States International Relations', 'United States Politics and Government', 'Protectionism (Trade)', 'Coronavirus (2019-nCoV)', 'Defense Production Act', 'Rationing and Allocation of Resources', 'Factories and Manufacturing']",[],"['Navarro, Peter']","['3M Company', 'General Motors']",1808,https://www.nytimes.com/2020/04/06/business/economy/peter-navarro-coronavirus-defense-production-act.html
2020-04-06,article,Foreign,World,Americas,"The Nicaraguan government has promoted big public events, despite the coronavirus. But the president himself has been conspicuously absent from view for 25 days.",Where Is Daniel Ortega? Nicaragua’s Leader Drops From View,Frances Robles,"['Coronavirus (2019-nCoV)', 'Quarantines']",['Nicaragua'],"['Ortega, Daniel']",[],436,https://www.nytimes.com/2020/04/06/world/americas/nicaragua-daniel-ortega-coronavirus.html
2020-04-06,article,Obits,Sports,Baseball,"One of baseball’s finest hitters, he was also one of its best defensive outfielders, playing 22 seasons in Detroit. To Billy Martin, he was Mr. Perfection.","Al Kaline, Tigers’ Perennial All-Around All-Star, Is Dead at 85",Richard Goldstein,"['Baseball', 'World Series', 'Deaths (Obituaries)']",['Detroit (Mich)'],"['Kaline, Al']","['Baseball Hall of Fame', 'Detroit Tigers']",993,https://www.nytimes.com/2020/04/06/sports/baseball/al-kaline-tigers-perennial-all-around-all-star-is-dead-at-85.html
2020-04-06,article,Politics,U.S.,Politics,"In a rare direct conversation between the two likely presidential opponents, the two men discussed ways of fighting the pandemic. The good vibes did not last long.",Biden and Trump Speak About Coronavirus,Shane Goldmacher,"['Presidential Election of 2020', 'Coronavirus (2019-nCoV)', 'United States Politics and Government']",[],"['Biden, Joseph R Jr', 'Trump, Donald J']",[],496,https://www.nytimes.com/2020/04/06/us/politics/biden-trump-coronavirus-call.html
2020-04-06,article,Metro,New York,,Gov. Andrew Cuomo warned that glimmers of hope could continue only if New Yorkers maintain discipline and suppress an impulse to gather.,"Despite Staggering Death Toll, N.Y. Outbreak Could Be Slowing",Alan Feuer,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Hospitals']","['New York City', 'New York State']","['Cuomo, Andrew M']",[],1404,https://www.nytimes.com/2020/04/06/nyregion/coronavirus-new-york-curve.html
2020-04-06,article,Business,Business Day,,Allstate and American Family Insurance are pushing savings to customers automatically. Many others have not. We asked.,Some Insurers Offer a Break for Drivers Stuck at Home,Ron Lieber,"['Automobile Insurance and Liability', 'Coronavirus (2019-nCoV)', 'Personal Finances']",[],[],"['ALLSTATE CORP', 'American Family Life Assurance Company', 'CHUBB CORP', 'Farmers Insurance Group', 'Geico (Government Employees Insurance Co)', 'Progressive Casualty Insurance Co', 'State Farm Insurance Cos', 'USAA Group']",922,https://www.nytimes.com/2020/04/06/business/coronavirus-car-insurance.html
2020-04-06,article,Science,Health,,"Nevertheless, a C.D.C. analysis of 2,572 cases found three deaths. Babies seem more vulnerable, but the data was incomplete.","U.S. Children With Coronavirus Are Less Hard Hit Than Adults, First Data Shows",Pam Belluck,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)', 'Children and Childhood', 'Babies and Infants', 'Research', 'your-feed-healthcare', 'your-feed-science']",['United States'],[],['Centers for Disease Control and Prevention'],917,https://www.nytimes.com/2020/04/06/health/coronavirus-children-us.html
2020-04-06,article,Smarter Living,Smarter Living,Wirecutter,"Here’s how to record abuse without being discovered, safeguard your devices, and, ultimately, protect yourself.",Domestic Abusers Can Control Your Devices. Here’s How to Fight Back.,Kaitlyn Wells,"['Computer Security', 'Mobile Applications', 'Cyberharassment', 'Computers and the Internet', 'your-feed-wirecutter']",[],[],"['Apple Inc', 'Facebook Inc', 'Google Inc']",3477,https://www.nytimes.com/2020/04/06/smarter-living/wirecutter/domestic-abusers-can-control-your-devices-heres-how-to-fight-back.html
2020-04-06,article,Foreign,World,Middle East,"Experts say a “mealy-mouthed” United Nations report failed to blame Russia for bombing hospitals and a school, for fear of alienating Moscow.",U.N. Inquiry Into Syria Bombings Is Silent on Russia’s Role,Evan Hill,"['Civilian Casualties', 'Hospitals', 'Human Rights and Human Rights Violations']","['Syria', 'Russia']","['Assad, Bashar al-']","['Physicians for Human Rights', 'United Nations', 'International Crisis Group']",889,https://www.nytimes.com/2020/04/06/world/middleeast/UN-Syria-Russia-hospital-bombings.html
2020-04-06,article,BookReview,Books,Book Review,"An excerpt from “Afterlife,” by Julia Alvarez","‘Afterlife,’ by Julia Alvarez: An Excerpt",,[],[],[],[],2768,https://www.nytimes.com/2020/04/06/books/review/afterlife-by-julia-alvarez-an-excerpt.html
2020-04-06,article,Business,Business Day,Energy & Environment ,"The falling price of the utility’s stock, which is part of a $13.5 billion settlement, has complicated the company’s exit from bankruptcy by June 30.",PG&E Deal With Wildfire Victims Challenged Over Share Price,Ivan Penn,"['Bankruptcies', 'Stocks and Bonds', 'Wildfires', 'Coronavirus (2019-nCoV)', 'Suits and Litigation (Civil)', 'Electric Light and Power']","['Paradise (Calif)', 'California']",[],['Pacific Gas and Electric Co'],1065,https://www.nytimes.com/2020/04/06/business/energy-environment/pge-bankruptcy-wildfire-victims.html
2020-04-06,article,Culture,Arts,Television,"This week our critic recommends catching the end of the acclaimed Pop TV comedy, as well as the surreal season premiere of “The Good Fight” and more.",Watch This: The End of ‘Schitt’s Creek’,Margaret Lyons,[],[],[],[],455,https://www.nytimes.com/2020/04/06/arts/television/schitts-creek-good-fight.html
2020-04-06,article,Metro,New York,,"Meet a few of the millions of people in New York — a day laborer, production assistant and catering business owner — who have seen their freelance and events-based work dry up.",How Gig Workers Are Weathering the Virus Shutdown,David Gonzalez,"['Coronavirus (2019-nCoV)', 'Freelancing, Self-Employment and Independent Contracting', 'Labor and Jobs', 'Layoffs and Job Reductions']",['New York City'],[],['Freelancers Union'],2137,https://www.nytimes.com/2020/04/06/nyregion/coronavirus-new-york-freelance-gig-workers.html
2020-04-06,article,Obits,Arts,Television,"A product of New York City and an Oregon ranch, he played the title character, a ranch foreman who is never named, for its entire nine-season run.","James Drury, Taciturn Star of ‘The Virginian,’ Dies at 85",Daniel E. Slotnik,"['Television', 'Deaths (Obituaries)', 'ACTORS AND ACTRESSES']",[],"['Drury, James (1934-2020)']",[],628,https://www.nytimes.com/2020/04/06/arts/television/james-drury-dies.html
2020-04-06,article,OpEd,Opinion,,Our government suffers from learned helplessness.,Will We Flunk Pandemic Economics?,Paul Krugman,"['United States Economy', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Coronavirus (2019-nCoV)', 'Unemployment', 'United States Politics and Government']",[],"['Trump, Donald J']",['Republican Party'],866,https://www.nytimes.com/2020/04/06/opinion/coronavirus-economy.html
2020-04-06,article,Metro,New York,,"In a stirring, ragged ritual, the students took their oaths as new doctors early, volunteering in the war against Covid-19.","One Final Step for 52 Medical Students, Eager to Join the Fight",Jim Dwyer,"['Coronavirus (2019-nCoV)', 'Hospitals']",['New York City'],[],['New York University'],977,https://www.nytimes.com/2020/04/06/nyregion/coronavirus-medical-students-early-oath.html
2020-04-06,article,Obits,Obituaries,,"He was a member of the Metropolitan Opera Orchestra for three decades, and also led an ensemble of young players in Westchester County.","Vincent Lionti, Violist and Youth Orchestra Conductor, Dies at 60",Neil Genzlinger,"['Deaths (Obituaries)', 'Classical Music', 'Opera', 'Coronavirus (2019-nCoV)']",[],"['Lionti, Vincent J (1959-2020)']",['Metropolitan Opera'],400,https://www.nytimes.com/2020/04/06/obituaries/vincent-lionti-dead-coronavirus.html
2020-04-06,article,Business,Technology,,The home rental company raised new funding as its business has been roiled by the coronavirus.,Airbnb Raises $1 Billion to Stockpile Cash in Pandemic,Erin Griffith,"['Travel and Vacations', 'Coronavirus (2019-nCoV)', 'Venture Capital', 'Hotels and Travel Lodgings', 'Layoffs and Job Reductions', 'Initial Public Offerings', 'Start-ups', 'Private Equity']",[],"['Chesky, Brian']","['Airbnb', 'Silver Lake Partners', 'TPG Sixth Street Partners']",687,https://www.nytimes.com/2020/04/06/technology/airbnb-coronavirus-valuation.html
2020-04-06,multimedia,,U.S.,Politics,"In a profanity-laced reprimand, the acting Navy secretary, Thomas B. Modly, criticized the fired captain of the aircraft carrier Theodore Roosevelt and rebuked sailors for cheering for him as he left the ship.",Audio Recording Captures Acting Navy Secretary Criticizing Ex-Captain and Crew,,"['United States Defense and Military Forces', 'Aircraft Carriers', 'Quarantines', 'Coronavirus (2019-nCoV)', 'USS Theodore Roosevelt (CVN-71) (Ship)']",['Guam'],"['Modly, Thomas B', 'Trump, Donald J', 'Crozier, Brett E', 'Guerrero, Lou Leon']",['United States Navy'],0,https://www.nytimes.com/video/us/politics/100000007074126/navy-secretary-coronavirus.html
2020-04-06,article,Washington,U.S.,Politics,"In a profanity-laced reprimand, the acting Navy secretary criticized sailors aboard the Theodore Roosevelt for cheering their fired captain, who had requested more assistance to fight the infection.",How a Ship’s Coronavirus Outbreak Became a Moral Crisis for the Military,Helene Cooper,"['United States Defense and Military Forces', 'Coronavirus (2019-nCoV)', 'Aircraft Carriers', 'United States Politics and Government', 'USS Theodore Roosevelt (CVN-71) (Ship)']",[],"['Crozier, Brett E', 'Esper, Mark T', 'Milley, Mark A', 'Modly, Thomas B', 'Trump, Donald J']","['Defense Department', 'Navy Seals', 'United States Navy']",1654,https://www.nytimes.com/2020/04/06/us/politics/coronavirus-navy-secretary-roosevelt-crozier.html
2020-04-06,article,Culture,Arts,Music,A group of high-profile musicians and estates had sued the Universal Music Group over a fire that destroyed thousands of archived recordings.,Judge Dismisses Case Against Universal Music Over Losses in 2008 Fire,Ben Sisario,"['Music', 'Pop and Rock Music', 'Fires and Firefighters', 'Audio Recordings, Downloads and Streaming', 'Decisions and Verdicts', 'Suits and Litigation (Civil)', 'Archives and Records']",['Los Angeles (Calif)'],"['Earle, Steve', 'Petty, Tom', 'Shakur, Tupac', 'Silverstein, Jake (1975- )', 'Rosen, Jody', 'Kronstadt, John A']","['Universal Music Group', 'Hole (Music Group)', 'Soundgarden (Music Group)', 'New York Times']",376,https://www.nytimes.com/2020/04/06/arts/music/universal-music-fire-lawsuit.html
2020-04-06,article,Sports,Sports,Soccer,"For nearly a decade, Russia and Qatar have been suspected of buying votes to win hosting rights for the 2018 and 2022 World Cups. On Monday, for the first time, the Department of Justice put things in black and white.",U.S. Says FIFA Officials Were Bribed to Award World Cups to Russia and Qatar,Tariq Panja,"['Soccer', 'World Cup 2018 (Soccer)', 'World Cup 2022 (Soccer)', 'Bribery and Kickbacks']","['Russia', 'Qatar']",[],"['Justice Department', 'International Federation of Association Football (FIFA)']",1176,https://www.nytimes.com/2020/04/06/sports/soccer/qatar-and-russia-bribery-world-cup-fifa.html
2020-04-06,article,Sports,Sports,,"Public officials and sports leaders, worried events could wipe out gains made in the pandemic, are examining shortened seasons or not having them at all.","Despite Trump’s Optimism, Lack of Sports Could Extend Into the Fall",Ken Belson,"['Coronavirus (2019-nCoV)', 'Athletics and Sports', 'Football', 'New York City Marathon', 'PGA Championship', 'Stadiums and Arenas']","['New York State', 'California']",[],"['Major League Baseball', 'National Basketball Assn', 'National Football League', 'Major League Soccer', 'National Hockey League']",1440,https://www.nytimes.com/2020/04/06/sports/trump-sports-return-coronavirus.html
2020-04-06,article,NYTNow,Briefing,,Here’s what you need to know at the end of the day.,"Boris Johnson, Coronavirus, Wisconsin: Your Monday Evening Briefing",Carole Landry,[],[],[],[],1022,https://www.nytimes.com/2020/04/06/briefing/boris-johnson-coronavirus-wisconsin-primary.html
2020-04-06,article,Metro,New York,,"The Manhattan church, the largest Gothic cathedral in the world, will be able to care for at least 200 patients during the coronavirus outbreak.","Cathedral of St. John the Divine, Including Crypt, Will Become a Hospital",Liam Stack,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Churches (Buildings)', 'Epidemics']","['Manhattan (NYC)', 'Morningside Heights (Manhattan, NY)']",[],"['Cathedral Church of St John the Divine (Manhattan, NY)', 'Mount Sinai Medical Center', ""Samaritan's Purse""]",667,https://www.nytimes.com/2020/04/06/nyregion/cathedral-st-john-the-divine-coronavirus-field-hospital.html
2020-04-06,article,Washington,U.S.,Politics,The Trump administration’s new method for distributing medical supplies has led to charges of confiscation.,‘Swept Up by FEMA’: Complicated Medical Supply System Sows Confusion,Zolan Kanno-Youngs,"['Coronavirus (2019-nCoV)', 'Federal-State Relations (US)', 'States (US)', 'United States Politics and Government', 'Medical Devices', 'Protective Clothing and Gear', 'Ventilators (Medical)', 'Shortages', 'Stockpiling']",[],[],"['Health and Human Services Department', 'Federal Emergency Management Agency']",1438,https://www.nytimes.com/2020/04/06/us/politics/coronavirus-fema-medical-supplies.html
2020-04-06,article,Metro,New York,,"It might be soon; it might be a month away. There’s reason to hope, and reason to be wary.",When Will N.Y.C. Reach the Peak of the Outbreak? Here’s What We Know,Joseph Goldstein,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)']","['New York City', 'New York State']","['Cuomo, Andrew M']",[],1369,https://www.nytimes.com/2020/04/06/nyregion/coronavirus-new-york-peak.html
2020-04-06,article,NYTNow,U.S.,,"Boris Johnson is moved to intensive care, as the death toll in the United States tops 10,000.",Coronavirus Briefing: What Happened Today,Patrick J. Lyons,['Coronavirus (2019-nCoV)'],[],[],[],1452,https://www.nytimes.com/2020/04/06/us/coronavirus-today.html
2020-04-06,article,Dining,Food,,"A new site is a one-stop shop for T-shirts, books and other items from more than a dozen New York restaurants.",Buy Your Favorite Restaurant’s Merch,Florence Fabricant,"['Restaurants', 'Shopping and Retail']",[],[],[],93,https://www.nytimes.com/2020/04/06/dining/save-restaurants.html
2020-04-06,article,Dining,Food,,A skin-contact vinegar made in the Friuli region of Italy is a worthy addition to your cupboard.,Meet the ‘Orange Wine’ of Vinegars,Florence Fabricant,['Vinegar'],['Italy'],[],['Gustiamo Inc'],156,https://www.nytimes.com/2020/04/06/dining/sirk-vinegar.html
2020-04-06,article,Politics,U.S.,Politics,"If Mr. Sanders suffers another big loss there on Tuesday, it is certain to intensify the growing calls for him to exit the Democratic presidential race.",Will Wisconsin Be the Last Stand for Bernie Sanders?,Sydney Ember,"['Presidential Election of 2020', 'Endorsements', 'Presidential Election of 2016', 'United States Politics and Government', 'Primaries and Caucuses']",['Wisconsin'],"['Biden, Joseph R Jr', 'Sanders, Bernard']",['Democratic Party'],1147,https://www.nytimes.com/2020/04/06/us/politics/bernie-sanders-wisconsin.html
2020-04-06,article,Dining,Food,,D’Artagnan will throw in some olive oil from a French movie star if you buy in threes.,Racks of Lamb for Celebrations,Florence Fabricant,"['Lamb', 'Cooking and Cookbooks', 'Oils and Fats', 'Shopping and Retail']",[],[],"[""D'Artagnan""]",143,https://www.nytimes.com/2020/04/06/dining/rack-of-lamb.html
2020-04-06,article,Dining,Food,,"A cocktail from Feast in the East Village features a springtime gin. If you can’t make it to the restaurant, you can mix it at home.",You Can Take Hard Times to Go,Florence Fabricant,"['Rhubarb', 'Gin (Liquor)', 'Quarantine (Life and Culture)', 'Cocktails and Mixed Drinks']",[],[],"['Collective Arts Brewing', 'Feast (Manhattan, NY, Restaurant)']",191,https://www.nytimes.com/2020/04/06/dining/hard-times-cocktail-coronavirus.html
2020-04-06,article,Business,Business Day,Media,"Matthew Belloni’s departure takes the staff by surprise. He clashed with his bosses, who run a prominent film and TV studio, over coverage of the entertainment industry.",Hollywood Reporter’s Top Editor Exits After Dispute With Publisher,Nicole Sperling,"['Appointments and Executive Changes', 'News and News Media', 'Ethics and Official Misconduct']",[],"['Belloni, Matthew']","['Hollywood Reporter', 'Media Rights Capital']",846,https://www.nytimes.com/2020/04/06/business/media/hollywood-reporter-matthew-belloni.html
2020-04-06,article,Dining,Food,,"A Dozen Cousins makes single-serve packs of spiced beans, in three varieties, that just require heat to serve.","Beans, Ready to Eat",Florence Fabricant,"['Cooking and Cookbooks', 'Beans']",['Berkeley (Calif)'],[],['A Dozen Cousins LLC'],154,https://www.nytimes.com/2020/04/06/dining/a-dozen-cousins-beans.html
2020-04-06,article,Dining,Food,,"An Oregon chocolatier has created the Covid Bunny, a solid chocolate Easter treat dressed for these quarantine times.",An On-the-Nose Easter Bunny,Florence Fabricant,"['Masks', 'Chocolate', 'Easter and Holy Week', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",['Oregon'],[],['Lillie Belle Farms'],97,https://www.nytimes.com/2020/04/06/dining/chocolate-easter-bunny-covid.html
2020-04-06,article,Corrections,Corrections,,"Corrections that appeared in print on Tuesday, April 7, 2020.","Corrections: April 7, 2020",,[],[],[],[],544,https://www.nytimes.com/2020/04/06/pageoneplus/corrections-april-7-2020.html
2020-04-06,article,Politics,U.S.,Politics,The state’s Supreme Court ruled against the governor’s last-minute effort to delay the election.,Wisconsin Votes Tomorrow. In Person.,Lisa Lerer,"['Primaries and Caucuses', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Presidential Election of 2020', 'States (US)', 'Absentee Voting']",['Wisconsin'],"['Evers, Tony (1951- )']","['Democratic Party', 'Republican Party']",784,https://www.nytimes.com/2020/04/06/us/politics/on-politics-wisconsin-coronavirus.html
2020-04-06,article,Summary,Today’s Paper,,"Quotation of the Day for Tuesday, April 7, 2020.","Quotation of the Day: Fired for Alerting Congress of Whistle-Blower, He Urges Others ‘to Bravely Speak Up’",,[],[],[],[],43,https://www.nytimes.com/2020/04/06/todayspaper/quotation-of-the-day-fired-for-alerting-congress-of-whistle-blower-he-urges-others-to-bravely-speak-up.html
2020-04-07,article,Politics,U.S.,Politics,The state stands as a first test case in what could potentially be the biggest voting rights clash since the passage of the Voting Rights Act of 1965.,Wisconsin Election Fight Heralds a National Battle Over Virus-Era Voting,Astead W. Herndon,"['Presidential Election of 2020', 'Voting and Voters', 'Voter Registration and Requirements', 'Absentee Voting', 'Primaries and Caucuses', 'Coronavirus (2019-nCoV)', 'Voter Fraud (Election Fraud)']",['Wisconsin'],"['Evers, Tony (1951- )', 'Biden, Joseph R Jr', 'Sanders, Bernard']","['Democratic Party', 'Republican Party']",1896,https://www.nytimes.com/2020/04/06/us/politics/wisconsin-primary-voting-coronavirus.html
2020-04-07,article,Foreign,World,Australia,The cardinal was the highest-ranking Roman Catholic leader ever found guilty of sexually abusing children.,George Pell Freed After Australian Court Overturns Sex Abuse Conviction,Livia Albeck-Ripka,"['Child Abuse and Neglect', 'Priests', 'Sex Crimes', 'Decisions and Verdicts']",['Australia'],"['Pell, George (1941- )']",['Roman Catholic Church'],885,https://www.nytimes.com/2020/04/06/world/australia/cardinal-george-pell-conviction.html
2020-04-07,article,OpEd,Opinion,,"For autocrats everywhere, the crisis is a chance to restrict rights.",Red States Are Exploiting Coronavirus to Ban Abortion,Michelle Goldberg,"['ABORTION', 'States (US)', 'Coronavirus (2019-nCoV)', 'Medical Devices', 'Women and Girls', 'Epidemics', 'Pregnancy and Childbirth', 'Governors (US)', 'Roe v Wade (Supreme Court Decision)']",['Texas'],"['Abbott, Gregory W (1957- )']","['Planned Parenthood Federation of America', 'Republican Party']",899,https://www.nytimes.com/2020/04/06/opinion/abortion-covid.html
2020-04-07,article,Washington,U.S.,Politics,"The 5-to-4 ruling was the court’s first in a dispute arising from the coronavirus pandemic, and suggested it may struggle to maintain an image of nonpartisanship as election disputes arise this year.",Supreme Court Blocks Extended Voting in Wisconsin,Adam Liptak,"['Coronavirus (2019-nCoV)', 'Absentee Voting', 'Primaries and Caucuses']",['Wisconsin'],[],['Supreme Court (US)'],1034,https://www.nytimes.com/2020/04/06/us/politics/supreme-court-voting-wisconsin-virus.html
2020-04-07,article,Express,U.S.,,Maeve Kennedy Townsend McKean and her 8-year-old son drifted into the bay after paddling out in a canoe to retrieve a ball. Her body was recovered on Monday evening.,Body of Kennedy Family Member Found in Chesapeake Bay,Maria Cramer,['Coronavirus (2019-nCoV)'],"['Chesapeake Bay', 'Maryland']","['Kennedy Family', 'Kennedy, Joseph P III', 'Kennedy, Robert F Jr', 'McKean, Maeve Kennedy', 'McKean, Gideon Joseph Kennedy']",[],726,https://www.nytimes.com/2020/04/06/us/kennedy-granddaughter-bodies-recovered.html
2020-04-07,article,Washington,U.S.,Politics,"While Dr. Anthony Fauci has urged caution in using hydroxychloroquine, some doctors are prescribing it to patients who have the virus despite the fact it has never been tested for it.",Trump’s Aggressive Advocacy of Malaria Drug for Treating Coronavirus Divides Medical Community,Peter Baker,"['Hydroxychloroquine (Drug)', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Drugs (Pharmaceuticals)']",[],"['Fauci, Anthony S', 'Giuliani, Rudolph W', 'Trump, Donald J']",['Food and Drug Administration'],1849,https://www.nytimes.com/2020/04/06/us/politics/coronavirus-trump-malaria-drug.html
2020-04-07,article,Foreign,World,Africa,"Hissène Habré, the former president of Chad who was convicted of crimes against humanity, was freed from his prison cell for 60 days for humanitarian reasons.","Chad’s Ex-President, Sentenced to Life, Given Temporary Reprieve From Prison",Ruth Maclean,"['Politics and Government', 'Human Rights and Human Rights Violations', 'War Crimes, Genocide and Crimes Against Humanity', 'Coronavirus (2019-nCoV)']","['AFRICA', 'Chad', 'Senegal']","['Habre, Hissene', 'Sall, Macky', 'Deby, Idriss']",[],416,https://www.nytimes.com/2020/04/06/world/africa/Hissene-Habre-chad-senegal.html
2020-04-07,article,Dining,Food,,Here are all of the recipes you need for your Passover feast.,Our Best Passover Recipes,Margaux Laskey,"['Cooking and Cookbooks', 'Recipes', 'Passover']",[],[],[],512,https://www.nytimes.com/article/passover-recipes.html
2020-04-07,article,Sports,Sports,Baseball,Foreign players in the Korean Baseball Organization who went home during the peak of South Korea’s outbreak are self-isolating as the league aims to resume exhibitions later this month.,"In Korea, Watching ‘Tiger King’ and Training for Baseball Alone",Tyler Kepner,"['Coronavirus (2019-nCoV)', 'Baseball', 'Quarantines', 'Americans Abroad']",['South Korea'],[],"['Korea Baseball Organization', 'Kiwoom Heroes (Baseball Team)']",1198,https://www.nytimes.com/2020/04/06/sports/baseball/kbo-baseball-coronavirus.html
2020-04-07,article,Dining,Food,,Here’s what to cook when you’ve had your fill of chocolate bunnies.,Our Best Easter Recipes,Margaux Laskey,"['Cooking and Cookbooks', 'Recipes', 'Easter and Holy Week']",[],[],[],609,https://www.nytimes.com/article/easter-recipes.html
2020-04-07,article,Games,Crosswords & Games,,Trent Evans wanders around and offers us some good advice.,The State of Things,Deb Amlen,['Crossword Puzzles'],[],"['Evans, Trent (Crossword Constructor)']",[],716,https://www.nytimes.com/2020/04/06/crosswords/daily-puzzle-2020-04-07.html
2020-04-07,article,Washington,U.S.,Politics,A memo from Peter Navarro is the most direct warning known to have circulated at a key moment among top administration officials.,Trade Adviser Warned White House in January of Risks of a Pandemic,Maggie Haberman,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Epidemics', 'Presidential Election of 2020']",[],"['Trump, Donald J', 'Navarro, Peter', 'Mulvaney, Mick', 'Pottinger, Matthew', 'Fauci, Anthony S']",['National Security Council'],1209,https://www.nytimes.com/2020/04/06/us/politics/navarro-warning-trump-coronavirus.html
2020-04-07,article,National,U.S.,,The astronaut Anne McClain had faced accusations that she had improperly accessed a bank account from the International Space Station. But prosecutors said her accuser lied about some details.,Space Crime Allegation Leads to Charges Against Astronaut’s Ex-Wife,Mike Baker,"['International Space Station', 'Space and Astronomy']",[],"['McClain, Anne C', 'Worden, Summer']",['National Aeronautics and Space Administration'],560,https://www.nytimes.com/2020/04/06/us/space-crime-allegation-indictment.html
2020-04-07,article,Culture,Arts,Television,"Jimmy tries to make a quick $100,000 running an errand. Complications ensue. Also, Kim is “in.”","‘Better Call Saul’ Season 5, Episode 8 Recap: A Little Drive Through the Desert",David Segal,['Television'],[],[],['AMC (TV Network)'],933,https://www.nytimes.com/2020/04/06/arts/television/better-call-saul-recap-episode-8.html
2020-04-07,multimedia,U.S.,U.S.,,"The number of deaths from the virus doubled to more than 10,000 in fewer than five days, and two-thirds of the country’s metro areas have had at least one person succumb to the virus.",See How the Coronavirus Death Toll Grew Across the U.S.,Lazaro Gamio,"['Coronavirus (2019-nCoV)', 'Deaths (Fatalities)', 'Death and Dying']",['United States'],[],[],0,https://www.nytimes.com/interactive/2020/04/06/us/coronavirus-deaths-united-states.html
2020-04-07,article,Foreign,World,,"New York and New Jersey recorded one-day highs for deaths, and voters in Wisconsin cast ballots while trying to exercise proper social distancing.",Trump Attacks W.H.O. and Ousts Watchdog for Pandemic Fund,,"['Coronavirus (2019-nCoV)', 'Tests (Medical)', 'Quarantines']",[],"['Johnson, Boris', 'Trump, Donald J']",[],6714,https://www.nytimes.com/2020/04/07/world/coronavirus-updates-news-live.html
2020-04-07,article,NYTNow,Briefing,,Here’s what you need to know.,"Coronavirus, Boris Johnson, Climate Change: Your Tuesday Briefing",Isabella Kwai,[],[],[],[],1512,https://www.nytimes.com/2020/04/07/briefing/coronavirus-boris-johnson-climate-change.html
2020-04-07,article,Business,Business Day,,Live updates on stock market and business news during the coronavirus outbreak.,Wall Street’s Rally Fades,,"['Coronavirus (2019-nCoV)', ""Standard & Poor's 500-Stock Index"", 'United States Economy']",[],[],[],2356,https://www.nytimes.com/2020/04/07/business/stock-market-today-coronavirus.html
2020-04-07,article,Culture,Arts,Television,"Say goodbye to the beloved Rose family, or watch a poignant portrait of African-American life in the South.",What’s on TV Tuesday: ‘Schitt’s Creek’ and ‘What You Gonna Do’,Sara Aridi,"['Movies', 'Television']",[],[],[],488,https://www.nytimes.com/2020/04/07/arts/television/whats-on-tv-tuesday-schitts-creek-and-what-you-gonna-do.html
2020-04-07,article,OpEd,Opinion,,"For once, Vladimir Putin followed in the path of his American counterpart, President Trump, and with similar results — a greater risk of catastrophe that might have been avoided.","Late in the Game, Russia Steps Up to Covid-19",Maxim Trudolyubov,"['Coronavirus (2019-nCoV)', 'Quarantines', 'Politics and Government', 'Epidemics', 'United States International Relations']","['Italy', 'Germany', 'China', 'Moscow (Russia)', 'St Petersburg (Russia)', 'Vilnius (Lithuania)']","['Merkel, Angela', 'Putin, Vladimir V', 'Trump, Donald J']",['European Union'],1260,https://www.nytimes.com/2020/04/07/opinion/putin-russia-coronavirus.html
2020-04-07,article,OpEd,Opinion,,"This is what a country a month into lockdown looks like: desperate, hungry and scared.",Italy Is Sending Another Warning,Bethan Jones,"['Coronavirus (2019-nCoV)', 'Food', 'Labor and Jobs', 'Unemployment', 'Freelancing, Self-Employment and Independent Contracting', 'Economic Conditions and Trends']","['Italy', 'Naples (Italy)', 'Campania (Italy)']",[],[],881,https://www.nytimes.com/2020/04/07/opinion/italy-coronavirus-naples.html
2020-04-07,article,Learning,The Learning Network,,This word has appeared in two articles on NYTimes.com in the past year.,Word + Quiz: chthonic,,[],[],[],[],154,https://www.nytimes.com/2020/04/07/learning/word-quiz-chthonic.html
2020-04-07,article,Culture,Arts,Television,Trevor Noah joked Monday that President Trump will follow C.D.C. guidelines only if aides tell him a mask is “a border wall for your face.”,Late Night Wants Trump to Cover Up His Face,Trish Bendix,[],[],"['Colbert, Stephen', 'Gladwell, Malcolm', 'Kimmel, Jimmy', 'Noah, Trevor (1984- )', 'Trump, Donald J']",[],625,https://www.nytimes.com/2020/04/07/arts/television/late-night-trump-mask-coronavirus.html
