pub_date,document_type,news_desk,section_name,subsection_name,abstract,headline,writer,key_subject,key_glocations,key_persons,key_organizations,word_count,web_url
2020-04-01,article,Foreign,World,Australia,"Expatriates, especially in New York, have abandoned the lives they built over fear of the inequalities in the American health care system.",They Made New Lives in the U.S. The Coronavirus Sent Them Fleeing.,Isabella Kwai,"['Coronavirus (2019-nCoV)', 'Health Insurance and Managed Care', 'Foreign Workers', 'Immigration and Emigration']","['United States', 'New York City', 'Australia']",[],[],1151,https://www.nytimes.com/2020/04/01/world/australia/coronavirus-new-york-expats.html
2020-04-01,article,Learning,The Learning Network,,"Now that schools have closed, have you created a space for learning in your home?",Your Learning Space,,[],[],[],[],124,https://www.nytimes.com/2020/04/01/learning/your-learning-space.html
2020-04-01,article,Business,Business Day,,"Traders scour factories and warehouses, find planes and pilots and look for buyers as hospitals and governments beg for protective gear.",Coronavirus Battle Creates a Global ‘Free-for-All’ to Find Masks,Keith Bradsher,"['Coronavirus (2019-nCoV)', 'Masks', 'Protective Clothing and Gear', 'Factories and Manufacturing', 'Medical Devices', 'Freight (Cargo)', 'International Trade and World Market', 'Shortages']",['China'],[],[],1477,https://www.nytimes.com/2020/04/01/business/coronavirus-china-masks.html
2020-04-01,article,Culture,Arts,Television,"“Bluey” is the country’s biggest children’s TV export since “The Wiggles,” speaking with rare frankness to young and old.",Stuck Inside? Here’s an Australian Kids’ Show Every Parent Can Love,Clarissa Sebag-Montefiore,"['Children and Childhood', 'Television', 'Parenting', 'Dogs', 'Cartoons and Cartoonists']",['Australia'],[],[],979,https://www.nytimes.com/2020/04/01/arts/television/bluey-cartoon-dog-australia.html
2020-04-01,article,Culture,Books,,"Irby’s new essay collection, “Wow, No Thank You,” offers more of her deadpan, confiding voice, which ranges from high silliness to emotionally painful depths.","The Wildly Funny Samantha Irby Is Back, Not a Moment Too Soon",Parul Sehgal,['Books and Literature'],[],"['Irby, Samantha']",[],828,https://www.nytimes.com/2020/04/01/books/review-samantha-irby-wow-no-thank-you.html
2020-04-01,article,Magazine,Magazine,,Sifting through river muck for treasure — and the lessons of human history.,Letter of Recommendation: Mudlarking,Sophie Dahl,"['Rivers', 'Bones', 'Mines and Mining']","['River Thames (England)', 'London (England)']","['Smith, Patti']",[],951,https://www.nytimes.com/2020/04/01/magazine/letter-of-recommendation-mudlarking.html
2020-04-01,article,Learning,The Learning Network,,"Celebrities are reminding us to stay home, encouraging us to keep up our spirits and sharing how they are coping. Should they?",What Role Should Celebrities Have During the Coronavirus Crisis?,Jeremy Engle,[],[],[],[],684,https://www.nytimes.com/2020/04/01/learning/what-role-should-celebrities-have-during-the-coronavirus-crisis.html
2020-04-01,article,Magazine,Magazine,,"Chemists at some of the biggest legal-weed companies are after an elusive prize: a predictable, reliable product.",Cannabis Scientists Are Chasing the Perfect High,Gary Greenberg,"['Cannabis Foods and Products', 'Marijuana', 'Drugs (Pharmaceuticals)', 'Research']",[],[],['Food and Drug Administration'],4281,https://www.nytimes.com/2020/04/01/magazine/cannabis-science.html
2020-04-01,article,Styles,Style,,"DevaCurl, which for many women represented a hard-won acceptance of their curls, is a target of class-action lawsuits.",Did a Cult Hair-Care Line Cause Thousands of Women to Lose Their Hair?,Courtney Rubin,"['Hair', 'Suits and Litigation (Civil)']",[],[],['DevaConcepts LLC'],1307,https://www.nytimes.com/2020/04/01/style/deva-curl-hair-loss.html
2020-04-01,article,BookReview,Books,,"“The Boy, the Mole, the Fox and the Horse” will spark lively conversation among people who have run out of things to say.",Looking for a Book to Read With Your Family?,Elisabeth Egan,[],[],[],[],1249,https://www.nytimes.com/2020/04/01/books/looking-for-a-book-to-read-with-your-family.html
2020-04-01,article,Smarter Living,Well,,Coronavirus fears and lockdowns on travel have complicated the lives of families who rely on the in-home child care help of au pairs.,Au Pairs Caught Between Work and a Pandemic,Gina Cherelus,"['Child Care', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Families and Family Life', 'Visas']",[],[],['Au Pair in America'],1363,https://www.nytimes.com/2020/04/01/well/au-pairs-caught-between-work-and-a-pandemic.html
2020-04-01,article,Well,Well,Live,Just because a coronavirus test says you don’t have the virus doesn’t mean you aren’t infected — or infectious.,"If You Have Coronavirus Symptoms, Assume You Have the Illness, Even if You Test Negative",Harlan ,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Quarantines', 'ANTIBIOTICS', 'Influenza', 'Hygiene and Cleanliness']",[],[],[],817,https://www.nytimes.com/2020/04/01/well/live/coronavirus-symptoms-tests-false-negative.html
2020-04-01,article,OpEd,Opinion,,"With the coronavirus upon us, Americans now must confront death up close.",He Was Already Sick. Was His Life Worth Less Than Yours?,Elizabeth Bruenig,"['Coronavirus (2019-nCoV)', 'Elderly', 'Hospice Care', 'Medicine and Health', 'Death and Dying']",[],[],[],994,https://www.nytimes.com/2020/04/01/opinion/coronavirus-death-elderly.html
2020-04-01,article,Culture,Arts,,Cooped up and looking for a new form of entertainment? Consider gaming. Intimidated? We’re here to help.,"For the Uninitiated and Bored, an Introduction to the World of Gaming",Seth Schiesel,"['Computer and Video Games', 'Computers and the Internet']",[],[],[],1829,https://www.nytimes.com/2020/04/01/arts/gaming-introduction-basics-quarantine-coronavirus.html
2020-04-01,article,Metro,New York,,"The death of Father Jorge Ortiz-Garay, the first Catholic priest known to have died of the coronavirus in the United States, rattled a community that is unable to congregate and mourn.","He Said Mass Via Live Stream. 8 Days Later, He Fell to the Virus.",Liam Stack,"['Coronavirus (2019-nCoV)', 'Clergy']","['Bushwick (Brooklyn, NY)']","['Ortiz-Garay, Jorge']",['Roman Catholic Church'],1339,https://www.nytimes.com/2020/04/01/nyregion/Father-Jorge-Ortiz-Garay-coronavirus-death.html
2020-04-01,article,Well,Well,Move,"Taking an extra 4,000 steps a day, even if it’s around your living room, may lower your risk of dying prematurely.",Stuck Inside? Keep Walking,Gretchen Reynolds,"['Longevity', 'Coronavirus (2019-nCoV)', 'Heart', 'Walking', 'Quarantines', 'Exercise']",['United States'],[],"['Journal of the American Medical Assn', 'Centers for Disease Control and Prevention', 'National Institutes of Health']",813,https://www.nytimes.com/2020/04/01/well/move/steps-walking-longevity-health.html
2020-04-01,article,Metropolitan,New York,,"Some customers prefer greenmarkets to shopping inside during the coronavirus outbreak. Last week, rules were introduced to keep the markets safe.",Why Outdoor Farmers’ Markets Matter More Than Ever,Anne Barnard,"[""Farmers' Markets"", 'Shopping and Retail', 'Vegetables', 'Agriculture and Farming', 'Coronavirus (2019-nCoV)']",['New York City'],[],['GrowNYC'],872,https://www.nytimes.com/2020/04/01/nyregion/coronavirus-greenmarkets-nyc.html
2020-04-01,article,Insider,Reader Center,,Former journalists at The New York Times describe a parody of the paper in 1978 and the secrecy surrounding it.,Spoofing The Times,Alex Traub,"['Newspapers', 'Comedy and Humor', 'News and News Media', 'Strikes']",[],[],['New York Times'],756,https://www.nytimes.com/2020/04/01/reader-center/new-york-times-parody-paper.html
2020-04-01,article,OpEd,Opinion,,Gunshot victims are fighting for space inside our overcrowded I.C.U.s.,"Please, Stop Shooting. We Need the Beds.",Elinore Kaufman,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Ventilators (Medical)', 'Medical Devices', 'Firearms', 'Gun Control', 'Murders, Attempted Murders and Homicides', 'Deaths (Fatalities)', 'Shortages']",['United States'],[],[],838,https://www.nytimes.com/2020/04/01/opinion/covid-gun-violence-hospitals.html
2020-04-01,article,OpEd,Opinion,,"The coronavirus crisis will determine whether Trump is a one-term president, but it may reshape the social order far more.",Covid-19 Is Twisting 2020 Beyond All Recognition,Thomas ,"['Coronavirus (2019-nCoV)', 'United States Economy', 'United States Politics and Government', 'Polls and Public Opinion', 'Recession and Depression', 'Epidemics', 'Presidential Election of 2020']",[],"['Trump, Donald J']","['Republican Party', 'Democratic Party']",2436,https://www.nytimes.com/2020/04/01/opinion/coronavirus-politics-election.html
2020-04-01,article,OpEd,Opinion,,Neighborhood pharmacists and government intervention were the secret weapons.,How South Korea Solved Its Face Mask Shortage,E. Tammy Kim,"['Masks', 'Shortages', 'Coronavirus (2019-nCoV)']","['South Korea', 'United States']",[],[],1148,https://www.nytimes.com/2020/04/01/opinion/covid-face-mask-shortage.html
2020-04-01,article,Parenting,Parenting,,Expectant mothers who are fearful of giving birth in a city that has become a coronavirus hot spot are seeking other options.,Some Pregnant Women Who Can Afford to Are Fleeing New York City,Christina Caron,"['Pregnancy and Childbirth', 'Coronavirus (2019-nCoV)', 'Hospitals', 'Parenting']",['New York City'],[],[],1562,https://www.nytimes.com/2020/04/01/parenting/pregnant-women-nyc-coronavirus.html
2020-04-01,article,RealEstate,Real Estate,,"If staying at home 24/7 is making you climb the walls, here’s something productive to do with your time.",Too Much Time on Your Hands? Try Rearranging the Furniture,Ronda Kaysen,"['Real Estate and Housing (Residential)', 'Home Repairs and Improvements', 'Restoration and Renovation', 'Interior Design and Furnishings', 'Coronavirus (2019-nCoV)', 'Furniture']",[],[],[],1060,https://www.nytimes.com/2020/04/01/realestate/coronavirus-rearrange-furniture.html
2020-04-01,article,SpecialSections,Business Day,Entrepreneurship,Short-term needs and shortages have brought “dramatic changes” to the inner workings of transporting goods by truck.,"As Demand Surges, Supplying and Shipping Take on New Importance",Ellen Rosen,"['Freight (Cargo)', 'Trucks and Trucking', 'Small Business', 'Coronavirus (2019-nCoV)', 'E-Commerce', 'Entrepreneurship']",[],[],[],988,https://www.nytimes.com/2020/04/01/business/smallbusiness/shipping-coronavirus-trucking.html
2020-04-01,article,Magazine,Magazine,,"When Joe Kintz deployed to Habbaniyah, Iraq, in 2006 as a bomb technician with SEAL Team 5, he took along something unusual: his own tattoo kit.",Tattoo Machines and Machine Guns: Inking Your Buddies in Combat,John Ismay,"['Tattoos', 'Ships and Shipping']",['Iraq'],[],['United States Navy'],1205,https://www.nytimes.com/2020/04/01/magazine/tattoo-artist-war-zone.html
2020-04-01,article,Washington,U.S.,Politics,"Under the best-case scenario presented on Tuesday, more Americans will die from the coronavirus in the weeks and months to come than died in the Korean and Vietnam Wars combined.",Trump Confronts a New Reality Before an Expected Wave of Disease and Death,Peter Baker,"['Coronavirus (2019-nCoV)', 'Presidents and Presidency (US)', 'United States Politics and Government', 'Epidemics', 'Presidential Election of 2020']",[],"['Trump, Donald J', 'Fauci, Anthony S']",['National Institute of Allergy and Infectious Diseases'],1624,https://www.nytimes.com/2020/04/01/us/politics/coronavirus-trump.html
2020-04-01,article,Arts&Leisure,Arts,Music,"The closing of the Manhattan institution, born in the days of Gershwin, after an ill-fated effort to relocate illustrates the struggle for small nonprofits.","After 94 Years, the Song Ends for the Turtle Bay Music School",James Barron,"['Education (K-12)', 'Real Estate (Commercial)', 'Nonprofit Organizations', 'Music', 'Shutdowns (Institutional)']",['Manhattan (NYC)'],[],"['Turtle Bay Music School (Manhattan, NY)']",1720,https://www.nytimes.com/2020/04/01/arts/music/turtle-bay-music-school.html
2020-04-01,article,National,U.S.,,"The coronavirus pandemic has brought fear, panic and pranksters. In some cases, bad behavior has crossed the line into criminal terrorist acts.",Coronavirus Misbehavior: When Was Licking a Toilet Ever a Good Idea?,Audra ,"['Coronavirus (2019-nCoV)', 'Hoaxes and Pranks', 'Terrorism']",[],[],[],828,https://www.nytimes.com/2020/04/01/us/coronavirus-terrorist-threat-felony.html
2020-04-01,article,Politics,U.S.,Politics,"After Bernie Sanders won New Hampshire and Nevada, his campaign hit a roadblock: a wide range of Democrats who would do anything to stop him. Joe Biden became their vehicle.",How ‘Never Bernie’ Voters Threw In With Biden and Changed the Primary,Astead W. Herndon,"['Presidential Election of 2020', 'Primaries and Caucuses', 'Voting and Voters', 'Polls and Public Opinion', 'United States Politics and Government']",[],"['Biden, Joseph R Jr', 'Sanders, Bernard', 'Buttigieg, Pete (1982- )', 'Warren, Elizabeth']",['Democratic Party'],1505,https://www.nytimes.com/2020/04/01/us/politics/biden-sanders-democratic-voters.html
2020-04-01,multimedia,Real Estate,Real Estate,,"With more than 4,000 acres of protected land, this Westchester town is ideal for ‘forest bathing.’ But it’s only about an hour from Grand Central.","Living In ... Lewisboro, N.Y.",,['Real Estate and Housing (Residential)'],['Lewisboro (NY)'],[],[],0,https://www.nytimes.com/slideshow/2020/04/01/realestate/living-in-lewisboro-ny.html
2020-04-01,article,OpEd,Opinion,,Many people thanked me for taking action to save lives. Others compared me to Hitler.,I’m a Red-State Mayor and I Ordered My City to Stay Home,G. T. Bynum,"['Quarantines', 'Shutdowns (Institutional)', 'Mayors', 'Local Government', 'Coronavirus (2019-nCoV)']",[],"['Bynum, George Theron IV (GT)']","['Centers for Disease Control and Prevention', 'National Institute of Allergy and Infectious Diseases', 'Republican Party']",1326,https://www.nytimes.com/2020/04/01/opinion/tulsa-lockdown-coronavirus.html
2020-04-01,article,Foreign,World,Europe,"Never before, scientists say, have so many of the world’s researchers focused so urgently on a single topic. Nearly all other research has ground to a halt.","Covid-19 Changed How the World Does Science, Together",Matt Apuzzo,"['Coronavirus (2019-nCoV)', 'Research', 'Clinical Trials', 'Laboratories and Scientific Equipment', 'Vaccination and Immunization', 'Drugs (Pharmaceuticals)', 'Science and Technology', 'Academic and Scientific Journals', 'Epidemics', 'Politics and Government']",[],[],[],1264,https://www.nytimes.com/2020/04/01/world/europe/coronavirus-science-research-cooperation.html
2020-04-01,article,Business,Technology,Personal Tech,"If you have some spare time at home and want a productive project, consider creating a digital archive of your personal papers.",How to Digitize Your Most Important Documents,J. ,"['Archives and Records', 'Scanning Devices', 'Data Storage', 'Mobile Applications', 'Smartphones', 'Computers and the Internet', 'Privacy']",[],[],[],755,https://www.nytimes.com/2020/04/01/technology/personaltech/digitizing-important-documents.html
2020-04-01,article,Styles,Style,,"In the United States, people are hoarding toilet paper and clogging sewer systems with wipes of all kinds. A little water could solve their problems.",Is It Time for Americans to Embrace the Bidet?, ,"['Coronavirus (2019-nCoV)', 'Bathrooms and Toilets', 'Stockpiling', 'Toilet Paper']",[],[],[],1079,https://www.nytimes.com/2020/04/01/style/toilet-paper-shortage-bidet-coronavirus-wipes.html
2020-04-01,article,RealEstate,Real Estate,,"With more than 4,000 acres of protected land, this Westchester town is ideal for ‘forest bathing.’ But it’s only about an hour from Grand Central.","Lewisboro, N.Y.: More Rural Than Suburban, With a Range of Housing",Susan Hodara,['Real Estate and Housing (Residential)'],"['Westchester County (NY)', 'New York State', 'Lewisboro (NY)']",[],[],1636,https://www.nytimes.com/2020/04/01/realestate/lewisboro-ny-more-rural-than-suburban-with-a-range-of-housing.html
2020-04-01,article,Business,Business Day,Economy,"Fears are growing that the worldwide economic downturn could be especially deep and lengthy, with recovery limited by continued anxiety.",Why the Global Recession Could Last a Long Time,Peter S. Goodman,"['Recession and Depression', 'United States Economy', 'Economic Conditions and Trends', 'International Trade and World Market', 'Consumer Behavior', 'Shutdowns (Institutional)', 'Quarantines', 'Coronavirus (2019-nCoV)']",[],[],[],1532,https://www.nytimes.com/2020/04/01/business/economy/coronavirus-recession.html
2020-04-01,article,Science,Health,,How C.D.C. medical illustrators created the coronavirus pandemic’s most iconic image.,The Spiky Blob Seen Around the World,Cara Giaimo,"['Coronavirus (2019-nCoV)', 'Art', 'Software', 'Media', 'your-feed-science']",[],"['Higgins, Dan (Illustrator)', 'Eckert, Alissa']",['Centers for Disease Control and Prevention'],739,https://www.nytimes.com/2020/04/01/health/coronavirus-illustration-cdc.html
2020-04-01,article,Insider,Reader Center,,"In 1978, a mischievous band of writers that included George Plimpton and Nora Ephron teamed up to create a spoof of The New York Times. Turns out, Times journalists were among them.",When All the Zingers Were Fit to Print,Alex Traub,"['Writing and Writers', 'Newspapers', 'News and News Media', 'Comedy and Humor', 'Strikes', 'Books and Literature', 'Shutdowns (Institutional)', 'Art', 'Capers', 'Newsdealers and Newsstands', 'Emmy Awards', 'Typewriters and Typewriting']",[],"['Bernstein, Carl', 'Claiborne, Craig', 'Collins, Glenn', 'Ephron, Nora', 'Fitzgerald, Frances', 'Hendra, Tony', 'Kosinski, Jerzy', 'Plimpton, George', 'Reston, James Jr', 'Rooney, Mickey', 'Southern, Terry', 'Spencer, Scott']","['New York Times', 'National Lampoon', 'Onion, The', 'Toledo Blade', 'Village Voice']",2114,https://www.nytimes.com/2020/04/01/reader-center/times-satire-history.html
2020-04-01,article,Travel,Travel,,"Circle the globe with these international thrillers, comedies, dramas and documentaries.",The 18 Best TV Shows for Vicarious Travel Thrills,Jason Bailey,"['Television', 'Travel and Vacations']",[],[],[],1896,https://www.nytimes.com/2020/04/01/travel/television-international.html
2020-04-01,article,Metro,New York,,"Reinforcements are arriving to shore up the city's health care system, the mayor said.",Coronavirus in N.Y.C.: The Latest,,"['Coronavirus (2019-nCoV)', 'Laundry and Laundromats', 'Hygiene and Cleanliness']","['New York City', 'New York State']","['Cuomo, Andrew M', 'de Blasio, Bill', 'Cuomo, Christopher']",[],1099,https://www.nytimes.com/2020/04/01/nyregion/coronavirus-nyc.html
2020-04-01,article,NYTNow,Briefing,,Here's what you need to know.,"Coronavirus, New York, Food Banks: Your Wednesday Briefing",Chris Stanford,[],[],[],[],1462,https://www.nytimes.com/2020/04/01/briefing/coronavirus-new-york-food-banks.html
2020-04-01,article,Culture,Arts,Television,"Head across the pond from the comfort of your couch with our favorite British television shows, all available on streaming services.",Looking for Escapism? Stream These Great British TV Shows,Lara Zarum,['Television'],['Great Britain'],[],[],1329,https://www.nytimes.com/2020/04/01/arts/television/british-tv-netflix.html
2020-04-01,article,Podcasts,Podcasts,The Daily,"In an era of global connectedness, the quest for a coronavirus shot has revealed the boundaries of international solidarity.",The Race for a Vaccine,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']","['Berlin (Germany)', 'Germany', 'United States']","['Bennhold, Katrin']",['CureVac GmbH'],288,https://www.nytimes.com/2020/04/01/podcasts/the-daily/coronavirus-vaccine.html
2020-04-01,article,OpEd,Opinion,,"As general manager of the Met, I celebrate the proliferation of streamed shows during a pandemic. But nothing compares to the real thing.",Would Mozart Have Performed for You on Zoom?,Peter Gelb,"['Opera', 'Theater', 'Art', 'Classical Music', 'Music', 'Computers and the Internet', 'Videophones and Videoconferencing', 'Coronavirus (2019-nCoV)']",[],"['Price, Leontyne', 'Gould, Glenn']",['Metropolitan Opera'],1126,https://www.nytimes.com/2020/04/01/opinion/covid-arts-livestream-audiences.html
2020-04-01,article,OpEd,Opinion,,"This is not a conventional recession, and G.D.P. is not the target",Notes on the Coronacoma (Wonkish),Paul Krugman,"['Layoffs and Job Reductions', 'Recession and Depression', 'United States Economy', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Government Bonds', 'Interest Rates']",[],[],['Federal Reserve System'],1213,https://www.nytimes.com/2020/04/01/opinion/notes-on-the-coronacoma-wonkish.html
2020-04-01,article,Express,World,Asia Pacific,"Jaejoong of JYJ told his fans he had the virus, then admitted he had made up the diagnosis. His devastated fans were unamused.","It’s April Fools’ Day, So a K-Pop Star Pulled a Coronavirus Prank",Daniel Victor,"['Hoaxes and Pranks', ""APRIL FOOL'S DAY"", 'Coronavirus (2019-nCoV)', 'Pop and Rock Music']",['South Korea'],['Jaejoong (1986- )'],[],463,https://www.nytimes.com/2020/04/01/world/asia/jaejoong-jyj-coronavirus-prank.html
2020-04-01,article,Business,Business Day,DealBook,The first quarter was one of the worst in history for many stock markets around the world. The start of the second isn’t looking any better.,Welcome to the Second Quarter. Brace Yourself.,,"['Coronavirus (2019-nCoV)', 'Delivery Services']",[],"['Bezos, Jeffrey P']","['AMAZON.COM INC', 'Carnival Plc']",1443,https://www.nytimes.com/2020/04/01/business/dealbook/coronavirus-stocks-earnings.html
2020-04-01,article,Politics,U.S.,Politics,The death toll mounts as House Democrats consider their next move: This is your morning tip sheet.,On Politics: The Country Keeps Reeling,Giovanni Russonello,"['Coronavirus (2019-nCoV)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']",['New York State'],"['Trump, Donald J', 'Birx, Deborah L', 'Fauci, Anthony S', 'Cuomo, Andrew M']",[],718,https://www.nytimes.com/2020/04/01/us/politics/on-politics-trump-coronavirus.html
2020-04-01,article,Sports,Sports,Pro Basketball,"Denise Rife scored 111 points in an Iowa high school game, was drafted by the Warriors in 1969 and appeared on “The Tonight Show.” She needs a second hip replacement, but the pandemic has complicated that.","First Woman Drafted in N.B.A. Avoids Coronavirus, but Not Its Frustrations",Jeré Longman,"['Basketball', 'Women and Girls', 'Coronavirus (2019-nCoV)']",[],"['Rife, Denise']",['Golden State Warriors'],1294,https://www.nytimes.com/2020/04/01/sports/basketball/first-woman-drafted-in-nba-avoids-coronavirus-but-not-its-frustrations.html
2020-04-01,article,Metro,New York,,"Mayor de Blasio has often said April 5 was a “demarcation line” in the coronavirus fight. Now it is just days away, and supplies are still badly needed.","N.Y.C. Virus Death Toll Nears 1,400 as a Key Date Looms",,['Coronavirus (2019-nCoV)'],"['New York State', 'New York City']",[],[],2731,https://www.nytimes.com/2020/04/01/nyregion/coronavirus-new-york-update.html
